CYYMMNUMB,EASTING,NORTHING,FAMILY,GENUS,SPECIES,AUTHOR,COLLECTOR,COLL_DATE1,YEAR,MONTH,COLL_DATE2,ALTITUDE,FOUND_ON,LITTER_NO,NO_SPEC,STAGE,COLL_ACRO,Column1,SP_STATUS,ISL_ABB,BROAD_LOC,LOCALITY (merged),MOD_LOC,LATIT,LONGIT,NZMS1_NO,METRIC_NO,NZAC_CODE,ECOL_DIST
036312990,2706137,6014979,Curculionidae,Anagotus,oconnori,,no collector given,,0,0,,0,,,1,A,NZAC,,,NO,Tararua Ra,Tararua Range,,4103,17520,N161,S26,WN,38-01
036512990,2706137,6014979,Curculionidae,Anagotus,oconnori,,no collector given,20/12/1920,1920,12,,0,,,1,A,NZAC,20/12/1920,,NO,Tararua Ra,Tararua Range,,4103,17520,N161,S26,WN,38-01
036612990,2719843,6053486,Curculionidae,Anagotus,oconnori,,R.M. Bull,28/12/1964,1964,12,,1460,,,3,A,NZAC,28/12/1964,,NO,Tararua Ra,"Tararua Range, West Peak",,4042,17529,N152,S25,WN,38-01
034212990,2138008,5642396,Curculionidae,Anagotus,oconnori,,J.C. Watt,8/01/1968,1968,1,,1312,under boulders in tussock,,1,A,NZAC,8/01/1968,,SO,W Olivine Ra,"West Olivine Range, Red Mountain",,4420,16820,S105,E39,WD,71-02
039212990,2391382,5903672,Curculionidae,Anagotus,oconnori,,J.G.R. McBurney,6/12/1969,1969,12,,582,Astelia,,1,A,NZAC,6/12/1969,,SO,"Paparoa NP, Paparoa Ra","Paparoa Range, West of Pinnacle",,4204,17134,S038,K30,BR,48-05
040512990,2718382,6051675,Curculionidae,Anagotus,oconnori,,J.S. Dugdale,28/11/1984,1984,11,,1470,Astelia leaf base,,2,A,NZAC,28/11/1984,,NO,Tararua Ra,"Tararua Range, Logan/Pukemoremore",,4043,17528,N152,S25,WN,38-01
023012990,2477829,6004568,Curculionidae,Anagotus,peelensis,,C.E. Clarke,19/01/1943,1943,1,,1220,,,2,A,NZAC,19/01/1943,,SO,,"Mt Arthur, Balloon Hut",Balloon Hut,4110,17237,S013,M27,NN,46-07
023412990,2477829,6004568,Curculionidae,Anagotus,peelensis,,C.E. Clarke,22/01/1943,1943,1,,1220,,,1,A,NZAC,22/01/1943,,SO,,"Mt Arthur, Balloon Hut",Balloon Hut,4110,17237,S013,M27,NN,46-07
023812990,2477829,6004568,Curculionidae,Anagotus,peelensis,,J.T. Salmon,22/02/1946,1946,2,,0,,,1,A,NZAC,22/02/1946,,SO,,"Mt Arthur, Balloon Hut",Balloon Hut,4110,17237,S013,M27,NN,46-07
021012990,2476422,6006413,Curculionidae,Anagotus,peelensis,,S. Larsen,9/01/1962,1962,1,,0,,,1,A,NZAC,9/01/1962,,SO,,Lake Peel,,4109,17236,S013,M27,NN,46-06
020612990,2483445,5999038,Curculionidae,Anagotus,peelensis,,J.M. Jolly,18/11/1969,1969,11,,0,,,2,A,NZAC,18/11/1969,,SO,,Mt Arthur,,4113,17241,S013,M27,NN,46-07
020712990,2483445,5999038,Curculionidae,Anagotus,peelensis,,J.I. Townsend,18/11/1969,1969,11,,1380,,,3,A,NZAC,18/11/1969,,SO,,Mt Arthur,,4113,17241,S013,M27,NN,46-07
020912990,2483445,5999038,Curculionidae,Anagotus,peelensis,,J.I. Townsend,18/11/1969,1969,11,,1200,,,8,A,NZAC,18/11/1969,,SO,,Mt Arthur,,4113,17241,S013,M27,NN,46-07
021112990,2483445,5999038,Curculionidae,Anagotus,peelensis,,J.I. Townsend,18/11/1969,1969,11,,1500,Celmisia in daylight,,1,A,NZAC,18/11/1969,,SO,,Mt Arthur,,4113,17241,S013,M27,NN,46-07
021212990,2483445,5999038,Curculionidae,Anagotus,peelensis,,J.T. Salmon,20/02/1946,1946,2,,0,,,1,A,NZAC,20/02/1946,,SO,,Mt Arthur,,4113,17241,S013,M27,NN,46-07
021312990,2483445,5999038,Curculionidae,Anagotus,peelensis,,J.I. Townsend,16/11/1969,1969,11,,1500,under Celmisia traversii,,2,A,NZAC,16/11/1969,,SO,,Mt Arthur,,4113,17241,S013,M27,NN,46-07
021812990,2483445,5999038,Curculionidae,Anagotus,peelensis,,J.I. Townsend & G.F. Woods,15/12/1961,1961,12,,1525,Celmisia traversii,,3,A,NZAC,15/12/1961,,SO,,Mt Arthur,,4113,17241,S013,M27,NN,46-07
022212990,2471068,5961959,Curculionidae,Anagotus,peelensis,,J.I. Townsend,21/10/1962,1962,10,,1525,Celmisia armstrongii,,1,A,NZAC,21/10/1962,,SO,,Mt Owen,,4133,17232,S026,M28,NN,46-07
022012990,2475013,6008258,Curculionidae,Anagotus,peelensis,,E.S. Gourlay,22/01/1943,1943,1,,1220,,,3,A,NZAC,22/01/1943,,SO,,Mt Peel,,4108,17235,S013,M27,NN,46-06
022112990,2475013,6008258,Curculionidae,Anagotus,peelensis,,E.S. Gourlay,15/02/1931,1931,2,,1525,,,4,A,NZAC,15/02/1931,,SO,,Mt Peel,,4108,17235,S013,M27,NN,46-06
022712990,2475013,6008258,Curculionidae,Anagotus,peelensis,,C.E. Clarke,19/01/1943,1943,1,,0,,,1,A,NZAC,19/01/1943,,SO,,Mt Peel,,4108,17235,S013,M27,NN,46-06
022812990,2475013,6008258,Curculionidae,Anagotus,peelensis,,E.S. Gourlay,31/01/1932,1932,1,,1464,,,2,A,NZAC,31/01/1932,,SO,,Mt Peel,,4108,17235,S013,M27,NN,46-06
022912990,2475013,6008258,Curculionidae,Anagotus,peelensis,,E.S. Gourlay,15/02/1931,1931,2,,1525,,,2,F,NZAC,15/02/1931,CT,SO,,Mt Peel,,4108,17235,S013,M27,NN,46-06
023312990,2475013,6008258,Curculionidae,Anagotus,peelensis,,E.S. Gourlay,22/01/1943,1943,1,,1220,,,4,A,NZAC,22/01/1943,,SO,,Mt Peel,,4108,17235,S013,M27,NN,46-06
023512990,2475013,6008258,Curculionidae,Anagotus,peelensis,,E.S. Gourlay,31/01/1932,1932,1,,1464,,,2,A,NZAC,31/01/1932,,SO,,Mt Peel,,4108,17235,S013,M27,NN,46-06
023712990,2475013,6008258,Curculionidae,Anagotus,peelensis,,E.S. Gourlay,31/01/1932,1932,1,,1464,,,3,A,NZAC,31/01/1932,PT,SO,,Mt Peel,,4108,17235,S013,M27,NN,46-06
024012990,2475013,6008258,Curculionidae,Anagotus,peelensis,,E.S. Gourlay,31/01/1932,1932,1,,1617,,,1,A,NZAC,31/01/1932,PT,SO,,Mt Peel,,4108,17235,S013,M27,NN,46-06
024112990,2475013,6008258,Curculionidae,Anagotus,peelensis,,E.S. Gourlay,14/02/1931,1931,2,,1464,,,1,A,NZAC,14/02/1931,PT,SO,,Mt Peel,,4108,17235,S013,M27,NN,46-06
021912990,2494782,5928732,Curculionidae,Anagotus,peelensis,,J.S. Dugdale,5/02/1982,1982,2,,0,,,1,A,NZAC,5/02/1982,,SO,,"Mt Robert, ridge",Ridge,4151,17249,S033,N29,BR,49-01
107012990,2479196,6011979,Curculionidae,Anagotus,*phyllocladi n.sp.,,J.S. Dugdale,29/10/1969,1969,10,,1159,Phyllocladus alpinus,,2,A,NZAC,29/10/1969,,SO,,Lake Sylvester,,4106,17238,S013,M26,NN,46-06
107112990,2479196,6011979,Curculionidae,Anagotus,*phyllocladi n.sp.,,W.A. Holloway,10/02/1966,1966,2,11/02/1966,1210,Phyllocladus alpinus,,4,A,NZAC,10/02/1966,,SO,,Lake Sylvester,,4106,17238,S013,M26,NN,46-06
107212990,2479196,6011979,Curculionidae,Anagotus,*phyllocladi n.sp.,,J.S. Dugdale,30/10/1969,1969,10,,1150,Phyllocladus alpinus,,1,A,NZAC,30/10/1969,,SO,,Lake Sylvester,,4106,17238,S013,M26,NN,46-06
107312990,2479196,6011979,Curculionidae,Anagotus,*phyllocladi n.sp.,,J.S. Dugdale,29/10/1969,1969,10,,1066,litter,,1,A,NZAC,29/10/1969,,SO,,Lake Sylvester,,4106,17238,S013,M26,NN,46-06
041312990,2279313,5748924,Curculionidae,Anagotus,*porrectus,,J.I. Townsend & P.R. Kettle,16/12/1960,1960,12,,1220,,,1,A,NZAC,16/12/1960,,SO,Westland NP,"Westland NP, Alex Knob",,4326,17009,S071,H35,WD,50-06
041512990,2279313,5748924,Curculionidae,Anagotus,*porrectus,,J.I. Townsend,13/11/1968,1968,11,,0,Astelia,,2,A,NZAC,13/11/1968,,SO,Westland NP,"Westland NP, Alex Knob",,4326,17009,S071,H35,WD,50-06
041112990,2280726,5747120,Curculionidae,Anagotus,*porrectus,,J.W. Early,16/01/1986,1986,1,,1160,Astelia,,1,A,NZAC,16/01/1986,,SO,,Castle Rocks,,4327,17010,S071,H35,WD,50-06
041812990,2280726,5747120,Curculionidae,Anagotus,*porrectus,,C.A. Muir,15/01/1986,1986,1,,1520,under rock,,1,A,NZAC,15/01/1986,,SO,,Castle Rocks,,4327,17010,S071,H35,WD,50-06
042012990,2221338,5715171,Curculionidae,Anagotus,*porrectus,,J.I. Townsend & P.R. Kettle,6/12/1960,1960,12,10/12/1960,0,,,1,A,NZAC,6/12/1960,,SO,,Lake Paringa,,4343,16925,S077,G36,WD,51-01
041712990,2483445,5999038,Curculionidae,Anagotus,*porrectus,,J.I. Townsend,13/11/1969,1969,11,,1200,,,1,A,NZAC,13/11/1969,,SO,,Mt Arthur,,4113,17241,S013,M27,NN,46-07
041912990,2279377,5747073,Curculionidae,Anagotus,*porrectus,,A.B. Miller,26/01/1985,1985,1,,1525,,,1,A,NZAC,26/01/1985,,SO,,Mt Moltke,,4327,17009,S071,H35,WD,50-06
042112990,2085885,5314324,Curculionidae,Anagotus,*prolixus,,J.G.R. McBurney,1/01/1969,1960,1,,0,,,1,A,NZAC,1/01/1969,,BSCI,Big South Cape I,Big South Cape Island,,4715,16724,219,C50,SI,79-04
047812990,2668052,6633899,Curculionidae,Anagotus,rugosus,,J.S. Dugdale,16/11/1981,1981,11,,90,Macropiper,,1,A,NZAC,16/11/1981,,PKI,Aorangi I,Aorangi Island,,3529,17444,N017,R06,ND,07-01
044712990,2630371,6009205,Curculionidae,Anagotus,rugosus,,B.A. Holloway,17/01/1952,1952,1,,0,,,1,A,NZAC,17/01/1952,,SO,,Brothers Island,,4107,17426,S016,Q27,SD,39-02
045012990,2630371,6009205,Curculionidae,Anagotus,rugosus,,no collector given,,0,0,,0,,,1,A,NZAC,,,SO,,Brothers Island,,4107,17426,S016,Q27,SD,39-02
045312990,2601278,6033687,Curculionidae,Anagotus,rugosus,,P.M. Johns,28/07/1963,1963,7,,0,campsite,,1,A,NZAC,28/07/1963,,CHI,Chetwode Is,Chetwode Islands,,4054,17405,S011,P26,SD,39-02
045512990,2604889,6207596,Curculionidae,Anagotus,rugosus,,J.I. Townsend,17/12/1963,1963,12,,915,,,2,A,NZAC,17/12/1963,,NO,Egmont NP,"Taranaki NP, Dawson Falls",,3920,17406,N119,P20,TK,25-01
045612990,2604889,6207596,Curculionidae,Anagotus,rugosus,,R.M. Bull,17/12/1963,1963,12,,1068,,,15,A,NZAC,17/12/1963,,NO,Egmont NP,"Taranaki NP, Dawson Falls",,3920,17406,N119,P20,TK,25-01
046412990,2600669,6215051,Curculionidae,Anagotus,rugosus,,A.K. Walker,27/11/1975,1975,11,,950,Blechnum capense,,1,A,NZAC,27/11/1975,,NO,Egmont NP,"Taranaki NP, North Egmont, Holly Hut",Holly Hut,3916,17403,N118,P20,TK,25-01
046612990,2066192,5506098,Curculionidae,Anagotus,rugosus,,G. Kuschel,1/12/1969,1969,12,,170,Coprosma rotundifolia,,1,A,NZAC,1/12/1969,,SO,Fiordland NP,"Fiordland NP, Lake Manapouri, West Arm",West Arm,4531,16719,S149,C43,FD,72-02
046812990,2585679,6019057,Curculionidae,Anagotus,rugosus,,P.R. Notman,27/11/1980,1980,11,,0,"main bush, on a branch",,2,A,NZAC,27/11/1980,,MI,,Maud Island,,4102,17354,S015,P26,SD,39-03
046912990,2585679,6019057,Curculionidae,Anagotus,rugosus,,P.R. Notman,2/04/1981,1981,4,,0,bush nr homestead,,1,A,NZAC,2/04/1981,,MI,,Maud Island,,4102,17354,S015,P26,SD,39-03
047112990,2766868,6505505,Curculionidae,Anagotus,rugosus,,I. Southey,24/05/1983,1983,5,,0,Coprosma repens,,1,A,NZAC,24/05/1983,,McI,Mercury Is,Mercury Islands,,3637,17552,N040,T10,CL,10-04
045712990,2390035,5901797,Curculionidae,Anagotus,rugosus,,J.I. Townsend,9/12/1969,1969,12,,1067,Coprosma at night,,5,A,NZAC,9/12/1969,,SO,"Paparoa NP, Paparoa Ra","Paparoa Range, Mt Dewar",,4205,17133,S038,K30,BR,48-05
045812990,2390035,5901797,Curculionidae,Anagotus,rugosus,,J.C. Watt,1/12/1969,1969,12,31/12/1969,1040,shrubs at night,,1,A,NZAC,1/12/1969,,SO,"Paparoa NP, Paparoa Ra","Paparoa Range, Mt Dewar",,4205,17133,S038,K30,BR,48-05
045912990,2390035,5901797,Curculionidae,Anagotus,rugosus,,J.G.R. McBurney,1/11/1969,1969,11,,1060,Coprosma parviflora,,5,A,NZAC,1/11/1969,,SO,"Paparoa NP, Paparoa Ra","Paparoa Range, Mt Dewar",,4205,17133,S038,K30,BR,48-05
046112990,2602061,6211333,Curculionidae,Anagotus,rugosus,,G. Kuschel,2/01/1962,1962,1,4/01/1962,1068,Astelia,,13,A,NZAC,2/01/1962,,NO,Egmont NP,"Taranaki NP, Mt Egmont, sth side",S side,3918,17404,N118,P20,TK,25-01
046312990,2955472,6352774,Curculionidae,Anagotus,rugosus,,P.M. Johns,17/01/1964,1964,1,,1220,Nothofagus,,1,A,NZAC,17/01/1964,,NO,,Mt Hikurangi,,3755,17804,N071,Y15,GB,19-02
047512990,2528066,5956495,Curculionidae,Anagotus,rugosus,,G.W. Ramsay,27/03/1970,1970,3,,1500,small-leafed Coprosma,,1,A,NZAC,27/03/1970,,SO,,Mt Patriarch,,4136,17313,S027,N28,MB,40-03
049512990,2752433,6102490,Curculionidae,Anagotus,rugosus,,A.V. Spain,21/12/1966,1966,12,,0,,,20,A,NZAC,21/12/1966,,NO,,Wharite Peak,,4015,17551,N149,T23,RI,32-01
047612990,2668089,6635748,Curculionidae,Anagotus,rugosus,,G. Kuschel,8/12/1980,1980,12,,0,Coprosma macrocarpa,,2,A,NZAC,8/12/1980,,PKI,Poor Knights Is,Poor Knight Islands,,3528,17444,N017,R06,ND,07-01
047712990,2668089,6635748,Curculionidae,Anagotus,rugosus,,J.C. Watt,1/11/1981,1981,11,30/11/1981,0,Coprosma macrocarpa,,1,A,NZAC,1/11/1981,,PKI,Poor Knights Is,Poor Knight Islands,,3528,17444,N017,R06,ND,07-01
047912990,2605515,6035484,Curculionidae,Anagotus,rugosus,,P.M. Johns,27/07/1963,1963,7,,0,Coprosma repens,,2,A,NZAC,27/07/1963,,SO,,Sentinel Rock,,4053,17408,S011,P26,SD,39-03
048112990,2605515,6035484,Curculionidae,Anagotus,rugosus,,B.A. Holloway,3/12/1953,1953,12,,0,,,1,A,NZAC,3/12/1953,,SO,,Sentinel Rock,,4053,17408,S011,P26,SD,39-03
047012990,2594555,6059678,Curculionidae,Anagotus,rugosus,,P.R. Notman,8/11/1981,1981,11,,0,"Keepers bush,on treetrunk",,1,A,NZAC,8/11/1981,,STI,Stephens I,Stephens Island,,4040,17400,S005,P25,SD,39-02
048012990,2594555,6059678,Curculionidae,Anagotus,rugosus,,G. Kuschel,28/02/1971,1971,2,,0,Coprosma repens,,2,A,NZAC,28/02/1971,,STI,Stephens I,Stephens Island,,4040,17400,S005,P25,SD,39-02
048212990,2594555,6059678,Curculionidae,Anagotus,rugosus,,E.S. Gourlay,14/01/1933,1933,1,28/01/1933,0,,,5,A,NZAC,14/01/1933,,STI,Stephens I,Stephens Island,,4040,17400,S005,P25,SD,39-02
048412990,2594555,6059678,Curculionidae,Anagotus,rugosus,,E.S. Gourlay,14/01/1933,1933,1,28/01/1933,0,,,1,A,NZAC,14/01/1933,,STI,Stephens I,Stephens Island,,4040,17400,S005,P25,SD,39-02
048512990,2594555,6059678,Curculionidae,Anagotus,rugosus,,A.C. O'Connor,9/09/1916,1916,9,,0,,,1,A,NZAC,9/09/1916,PT,STI,Stephens I,Stephens Island,,4040,17400,S005,P25,SD,39-02
048812990,2594555,6059678,Curculionidae,Anagotus,rugosus,,E.S. Gourlay,1/01/1932,1932,1,31/12/1933,0,,,2,A,NZAC,1/01/1932,,STI,Stephens I,Stephens Island,,4040,17400,S005,P25,SD,39-02
049012990,2594555,6059678,Curculionidae,Anagotus,rugosus,,E.S. Gourlay,9/12/1931,1931,12,,0,,,2,A,NZAC,9/12/1931,,STI,Stephens I,Stephens Island,,4040,17400,S005,P25,SD,39-02
049212990,2594555,6059678,Curculionidae,Anagotus,rugosus,,E. Fairburn,9/01/1931,1931,1,12/01/1931,0,,,3,A,NZAC,9/01/1931,,STI,Stephens I,Stephens Island,,4040,17400,S005,P25,SD,39-02
049312990,2594555,6059678,Curculionidae,Anagotus,rugosus,,M.J. Meads,1/04/1976,1976,4,30/04/1976,0,,,1,A,NZAC,1/04/1976,,STI,Stephens I,Stephens Island,,4040,17400,S005,P25,SD,39-02
049712990,2594555,6059678,Curculionidae,Anagotus,rugosus,,no collector given,20/09/1916,1916,9,,0,,,1,A,NZAC,20/09/1916,,STI,Stephens I,Stephens Island,,4040,17400,S005,P25,SD,39-02
049812990,2594555,6059678,Curculionidae,Anagotus,rugosus,,A.C. O'Connor,15/09/1916,1916,9,,0,,,1,A,NZAC,15/09/1916,,STI,Stephens I,Stephens Island,,4040,17400,S005,P25,SD,39-02
050112990,2594555,6059678,Curculionidae,Anagotus,rugosus,,G.W. Ramsay,1/02/1971,1971,2,28/02/1971,0,,,10,A,NZAC,1/02/1971,,STI,Stephens I,Stephens Island,,4040,17400,S005,P25,SD,39-02
045112990,2425122,6779821,Curculionidae,Anagotus,rugosus,,P.M. Johns,11/12/1963,1963,12,,0,Phormium,,1,A,NZAC,11/12/1963,,TKI,South West I,South West Island,,3411,17204,N001,L01,TH,02-01
049412990,2597981,5993007,Curculionidae,Anagotus,rugosus,,J.I. Townsend,6/10/1966,1966,10,,0,Coprosma repens,,1,A,NZAC,6/10/1966,,SO,,Waikawa Bay,,4116,17403,S022,P27,SD,39-03
051212990,2594555,6059678,Curculionidae,Anagotus,stephenensis,,E.S. Gourlay,9/01/1931,1931,1,12/01/1931,0,,,1,A,NZAC,9/01/1931,,STI,Stephens I,Stephens Island,,4040,17400,S005,P25,SD,39-02
051312990,2594555,6059678,Curculionidae,Anagotus,stephenensis,,no collector given,1/09/1916,1916,9,30/09/1916,0,,,1,A,NZAC,1/09/1916,,STI,Stephens I,Stephens Island,,4040,17400,S005,P25,SD,39-02
051512990,2594555,6059678,Curculionidae,Anagotus,stephenensis,,T. Broun Collection,15/09/1916,1916,9,,0,,,1,A,NZAC,15/09/1916,,STI,Stephens I,Stephens Island,,4040,17400,S005,P25,SD,39-02
051812990,2594555,6059678,Curculionidae,Anagotus,stephenensis,,A.E. Brookes Coll,15/09/1916,1916,9,,0,,,1,A,NZAC,15/09/1916,LT,STI,Stephens I,Stephens Island,,4040,17400,S005,P25,SD,39-02
051912990,2594555,6059678,Curculionidae,Anagotus,stephenensis,,no collector given,12/01/1931,1931,1,,0,,,1,A,NZAC,12/01/1931,,STI,Stephens I,Stephens Island,,4040,17400,S005,P25,SD,39-02
052212990,2594555,6059678,Curculionidae,Anagotus,stephenensis,,G. Kuschel,19/02/1971,1971,2,,0,Myoporum laetum,,1,A,NZAC,19/02/1971,,STI,Stephens I,Stephens Island,,4040,17400,S005,P25,SD,39-02
106812990,2431259,6781702,Curculionidae,Anagotus,*triregius n.sp.,,G. Kuschel,1/11/1970,1970,11,30/11/1970,0,,,5,A,NZAC,1/11/1970,,TKI,Great I,"Great Island, Castaway Camp",,3410,17208,N001,L01,TH,02-01
106712990,2431259,6781702,Curculionidae,Anagotus,*triregius n.sp.,,G. Kuschel,1/11/1970,1970,11,30/11/1970,0,,,20,A,NZAC,1/11/1970,,TKI,Great I,"Great Island, Castaway Camp",,3410,17208,N001,L01,TH,02-01
106912990,2668052,6633899,Curculionidae,Anagotus,*triregius n.sp.,,no collector given,30/12/1981,1981,12,,0,Cyperus ustulatus,,1,A,NZAC,30/12/1981,,PKI,Aorangi I,"Aorangi Island, Crater Bay",,3529,17444,N017,R06,ND,07-01
050612990,2668052,6633899,Curculionidae,Anagotus,turbotti,,J.C. Watt,1/11/1981,1981,11,30/11/1981,0,Corynocarpus laevigatus,,4,A,NZAC,1/11/1981,,PKI,Aorangi I,Aorangi Island,,3529,17444,N017,R06,ND,07-01
050712990,2668052,6633899,Curculionidae,Anagotus,turbotti,,J.S. Dugdale,15/11/1981,1981,11,,0,Crater bay forest,,1,A,NZAC,15/11/1981,,PKI,Aorangi I,Aorangi Island,,3529,17444,N017,R06,ND,07-01
050812990,2668052,6633899,Curculionidae,Anagotus,turbotti,,J.S. Dugdale,12/11/1981,1981,11,,0,under Myoporum,,1,A,NZAC,12/11/1981,,PKI,Aorangi I,Aorangi Island,,3529,17444,N017,R06,ND,07-01
050912990,2668052,6633899,Curculionidae,Anagotus,turbotti,,J.S. Dugdale,16/11/1981,1981,11,,80,korake in Puweto Valley,,1,A,NZAC,16/11/1981,,PKI,Aorangi I,Aorangi Island,,3529,17444,N017,R06,ND,07-01
051012990,2668052,6633899,Curculionidae,Anagotus,turbotti,,J.S. Dugdale,17/11/1981,1981,11,,0,forest behind landing,,2,A,NZAC,17/11/1981,,PKI,Aorangi I,Aorangi Island,,3529,17444,N017,R06,ND,07-01
050312990,2431259,6781702,Curculionidae,Anagotus,turbotti,,G. Kuschel,1/01/1970,1970,1,31/01/1970,0,,,2,A,NZAC,1/01/1970,,TKI,Great I,"Great Island, Castaway Camp",,3410,17208,N001,L01,TH,02-01
050412990,2431259,6781702,Curculionidae,Anagotus,turbotti,,G. Kuschel,1/10/1970,1970,10,,0,,,15,A,NZAC,1/10/1970,,TKI,Great I,"Great Island, Castaway Camp",,3410,17208,N001,L01,TH,02-01
052312990,2667045,6583973,Curculionidae,Anagotus,turbotti,,L.I.N. Roberts,6/01/1982,1982,1,,0,Corynocarpus laevigatus,,1,A,NZAC,6/01/1982,,HC,Hen & Chickens Is,Hen & Chickens Islands,,3556,17444,N025,R07,ND,06-02
052512990,2668089,6635748,Curculionidae,Anagotus,turbotti,,C.F. Butcher,6/12/1980,1980,12,,0,,,1,A,NZAC,6/12/1980,,PKI,Poor Knights Is,Poor Knight Islands,,3528,17444,N017,R06,ND,07-01
062312990,2773645,5655015,Curculionidae,Hadramphus,spinipennis,"Broun, 1911",no collector given,16/12/1988,1988,12,21/12/1988,0,Coxella dieffenbachii,,6,A,NZAC,16/12/1988,,CH,Mangere I,Mangere Island,,4416,17618,240A,CH2,CH,80-01
062412990,2766914,5653421,Curculionidae,Hadramphus,spinipennis,"Broun, 1911",no collector given,1/01/1900,1900,1,31/12/1900,0,,,1,A,NZAC,1/01/1900,,CH,Pitt I,Pitt Island,,4417,17613,240A,CH2,CH,80-01
062512990,2762640,5646161,Curculionidae,Hadramphus,spinipennis,"Broun, 1911",J.I. Townsend & D.V. Merton,1/10/1970,1970,10,,120,Coxella,,4,A,NZAC,1/10/1970,,CH,Chatham Is,"Chatham Islands, South East Island (Rangatira)",,4421,17610,240A,CH2,CH,80-01
062612990,2762640,5646161,Curculionidae,Hadramphus,spinipennis,"Broun, 1911",J.I. Townsend,1/11/1970,1970,11,30/11/1970,100,Pseudopanax,,2,A,NZAC,1/11/1970,,CH,Chatham Is,"Chatham Islands, South East Island (Rangatira)",,4421,17610,240A,CH2,CH,80-01
062712990,2762640,5646161,Curculionidae,Hadramphus,spinipennis,"Broun, 1911",J.I. Townsend,1/11/1970,1970,11,30/11/1970,90,under stone in open,,1,A,NZAC,1/11/1970,,CH,Chatham Is,"Chatham Islands, South East Island (Rangatira)",,4421,17610,240A,CH2,CH,80-01
062812990,2762640,5646161,Curculionidae,Hadramphus,spinipennis,"Broun, 1911",J.I. Townsend,1/11/1970,1970,11,30/11/1970,120,Coxella,,3,A,NZAC,1/11/1970,,CH,Chatham Is,"Chatham Islands, South East Island (Rangatira)",,4421,17610,240A,CH2,CH,80-01
062912990,2762640,5646161,Curculionidae,Hadramphus,spinipennis,"Broun, 1911",J.I. Townsend & R.H. Taylor,1/11/1970,1970,11,30/11/1970,120,Coxella,,2,A,NZAC,1/11/1970,,CH,Chatham Is,"Chatham Islands, South East Island (Rangatira)",,4421,17610,240A,CH2,CH,80-01
058812990,2032214,5224868,Curculionidae,Hadramphus,stilbocarpae,"Kuschel, 1971",D.S. Horning,14/12/1972,1972,12,,0,brophytes,,1,A,NZAC,14/12/1972,,SNI,Snares Is,Snares Island Biological Station,,4801,16636,Snar,272/1&5,SN,79-06
058912990,2032214,5224868,Curculionidae,Hadramphus,stilbocarpae,"Kuschel, 1971",D.S. Horning,22/01/1971,1971,1,,0,Stilbocarpa robusta,,1,A,NZAC,22/01/1971,,SNI,Snares Is,Snares Island Biological Station,,4801,16636,Snar,272/1&5,SN,79-06
059012990,2032214,5224868,Curculionidae,Hadramphus,stilbocarpae,"Kuschel, 1971",D.S. Horning,8/02/1971,1971,2,,0,Poa astonii foliage,,1,A,NZAC,8/02/1971,,SNI,Snares Is,Snares Island Biological Station,,4801,16636,Snar,272/1&5,SN,79-06
057012990,2159710,5372757,Curculionidae,Hadramphus,stilbocarpae,"Kuschel, 1971",B.D. Bell,9/03/1965,1965,3,,0,,,3,A,NZAC,9/03/1965,,BI,Bird I,Bird Island,,4646,16825,219,E48,SI,79-01
056812990,2085885,5314324,Curculionidae,Hadramphus,stilbocarpae,"Kuschel, 1971",R.K. Dell & B.A. Holloway,24/01/1955,1955,1,,0,,,27,A,NZAC,24/01/1955,PT,BSCI,Big South Cape I,Big South Cape Island,,4715,16724,219,C50,SI,79-04
056912990,2085885,5314324,Curculionidae,Hadramphus,stilbocarpae,"Kuschel, 1971",J.I. Townsend,1/01/1969,1969,1,,0,Poa clump,,2,A,NZAC,1/01/1969,,BSCI,Big South Cape I,Big South Cape Island,,4715,16724,219,C50,SI,79-04
059412990,2085885,5314324,Curculionidae,Hadramphus,stilbocarpae,"Kuschel, 1971",J.G.R. McBurney,1/02/1969,1969,2,28/02/1969,0,Poa foliosa,,1,A,NZAC,1/02/1969,,BSCI,Big South Cape I,Big South Cape Island,,4715,16724,219,C50,SI,79-04
057112990,2020005,5495280,Curculionidae,Hadramphus,stilbocarpae,"Kuschel, 1971",M.J. Meads,1/03/1989,1989,3,,0,,,1,A,NZAC,1/03/1989,,SO,Fiordland NP,"Fiordland NP, Breaksea Sound",,4535,16643,S147,B44,FD,72-02
058412990,2033600,5223118,Curculionidae,Hadramphus,stilbocarpae,"Kuschel, 1971",J.W. Early,14/01/1977,1977,1,,0,Stilbocarpa robusta litt.,,2,A,NZAC,14/01/1977,,SNI,Broughton I,Broughton Island,,4802,16637,Snar,272/1&5,SN,79-06
057212990,2085885,5314324,Curculionidae,Hadramphus,stilbocarpae,"Kuschel, 1971",J.G.R. McBurney,1/10/1968,1968,10,,274,flax,,1,A,NZAC,1/10/1968,,BSCI,Big South Cape I,Big South Cape Island,,4715,16724,219,C50,SI,79-04
057512990,2084626,5314237,Curculionidae,Hadramphus,stilbocarpae,"Kuschel, 1971",P.M. Johns,24/08/1964,1964,8,28/08/1964,0,Olearia forest,,1,A,NZAC,24/08/1964,,BSCI,Big South Cape I,"Big South cape Island, Puwai Bay",,4715,16723,219,C50,SI,79-04
