CYYMMNUMB,EASTING,NORTHING,FAMILY,GENUS,SPECIES,AUTHOR,COLLECTOR,COLL_DATE1,YEAR,MONTH,COLL_DATE2,ALTITUDE,FOUND_ON,LITTER_NO,NO_SPEC,STAGE,COLL_ACRO,Column1,SP_STATUS,ISL_ABB,BROAD_LOC,LOCALITY (merged),MOD_LOC,LATIT,LONGIT,NZMS1_NO,METRIC_NO,NZAC_CODE,ECOL_DIST
001012990,2453035,5956284,Curculionidae,Anagotus,*chionochloae,,J.I. Townsend,17/02/1964,1964,2,,1220,Celmisia armstrongii,,4,A,NZAC,17/02/1964,,SO,,Matiri Tops,,4136,17219,S025,M28,NN,46-09
000112990,2483445,5999038,Curculionidae,Anagotus,*chionochloae,,J.I. Townsend,13/11/1969,1969,11,,1200,,,1,A,NZAC,13/11/1969,,SO,,Mt Arthur,,4113,17241,S013,M27,NN,46-07
000412990,2483445,5999038,Curculionidae,Anagotus,*chionochloae,,J.S. Dugdale,24/03/1971,1971,3,,1280,Chionochloa rubra,,1,A,NZAC,24/03/1971,,SO,,Mt Arthur,,4113,17241,S013,M27,NN,46-07
002112990,2483445,5999038,Curculionidae,Anagotus,*chionochloae,,S.M. Silenek,16/11/1969,1969,11,,1500,,,1,A,NZAC,16/11/1969,,SO,,Mt Arthur,,4113,17241,S013,M27,NN,46-07
000812990,2512780,5945408,Curculionidae,Anagotus,*chionochloae,,J.S. Dugdale,23/03/1972,1972,3,,900,,,1,A,NZAC,23/03/1972,,SO,,"Mt Chrome, Red Hills Hut",Red Hills Hut,4142,17302,S027,N29,MB,40-03
000912990,2390035,5901797,Curculionidae,Anagotus,*chionochloae,,J.C. Watt,1/11/1969,1969,11,,1040,shrubs at night,,2,A,NZAC,1/11/1969,,SO,"Paparoa NP, Paparoa Ra","Paparoa Range, Mt Dewar",,4205,17133,S038,K30,BR,48-05
002412990,2390035,5901797,Curculionidae,Anagotus,*chionochloae,,J.G.R. McBurney,7/12/1969,1969,12,,1069,tussock,,1,A,NZAC,7/12/1969,,SO,"Paparoa NP, Paparoa Ra","Paparoa Range, Mt Dewar",,4205,17133,S038,K30,BR,48-05
002912990,2452562,6015520,Curculionidae,Anagotus,*chionochloae,,G. Kuschel,1/12/1971,1971,12,,1250,,,1,A,NZAC,1/12/1971,,SO,,Mt Domett,,4104,17219,S012,M26,NN,46-06
001212990,2471068,5961959,Curculionidae,Anagotus,*chionochloae,,D.J. Kershaw,6/11/1961,1961,11,,0,,,2,A,NZAC,6/11/1961,,SO,,Mt Owen,,4133,17232,S026,M28,NN,46-07
001312990,2471068,5961959,Curculionidae,Anagotus,*chionochloae,,J.I. Townsend,30/12/1962,1962,12,,1525,,,1,A,NZAC,30/12/1962,,SO,,Mt Owen,,4133,17232,S026,M28,NN,46-07
001412990,2543408,5969398,Curculionidae,Anagotus,*chionochloae,,J.S. Dugdale,13/03/1969,1969,3,,1617,,,1,A,NZAC,13/03/1969,,SO,,Mt Richmond,,4129,17324,S020,O28,NN,47-01
001612990,2602403,6011462,Curculionidae,Anagotus,*chionochloae,,J.I. Townsend,12/10/1967,1967,10,,1184,under rocks in tussock,,10,A,NZAC,12/10/1967,,QCSO,,Mt Stokes Ridge,,4106,17406,S016,P26,SD,39-03
002012990,2602403,6011462,Curculionidae,Anagotus,*chionochloae,,J.I. Townsend,28/05/1969,1969,5,,1215,under stone,,4,A,NZAC,28/05/1969,,QCSO,,Mt Stokes Ridge,,4106,17406,S016,P26,SD,39-03
001912990,2361458,5819760,Curculionidae,Anagotus,*chionochloae,,B.A. Holloway,20/11/1984,1984,11,,1068,base of Celmisia & flax,,1,A,NZAC,20/11/1984,,SO,,Mt Tuhua,,4249,17111,S058,J33,WD,50-01
001512990,2479235,6002724,Curculionidae,Anagotus,*chionochloae,,C.M. Smith,23/03/1971,1971,3,,0,roof of cave,,1,A,NZAC,23/03/1971,,SO,,"Mt Arthur Tableland, Sphinx Cave",Sphinx Cave,4111,17238,S013,M27,NN,46-06
002212990,2414229,5948459,Curculionidae,Anagotus,*chionochloae,,J.S. Dugdale,4/03/1970,1970,3,,600,Leptospermum scoparium ni,,1,A,NZAC,4/03/1970,,SO,,Mt Augustus,,4140,17151,S024,L29,NN,48-01
000212990,2483431,6002740,Curculionidae,Anagotus,*chionochloae,,J.I. Townsend,24/03/1971,1971,3,,0,,,1,A,NZAC,24/03/1971,,SO,,"Mt Arthur Tableland, Richard Cave",Richard Cave,4111,17241,S013,M27,NN,46-06
119512990,2138633,5584925,Curculionidae,Anagotus,*cottieri,,E.S. Gourlay,27/12/1944,1944,12,1/01/1945,0,,,2,A,NZAC,27/12/1944,,SO,,Bold Peak,,4451,16818,S122,E41,OL,51-07
119712990,2138633,5584925,Curculionidae,Anagotus,*cottieri,,E.S. Gourlay,27/12/1944,1944,12,1/01/1945,0,,,18,A,NZAC,27/12/1944,,SO,,Bold Peak,,4451,16818,S122,E41,OL,51-07
119812990,2138633,5584925,Curculionidae,Anagotus,*cottieri,,E.S. Gourlay,27/12/1944,1944,12,1/01/1945,1830,,,1,A,NZAC,27/12/1944,,SO,,Bold Peak,,4451,16818,S122,E41,OL,51-07
120012990,2138633,5584925,Curculionidae,Anagotus,*cottieri,,C.E. Clarke,30/12/1944,1944,12,,1290,,,1,A,NZAC,30/12/1944,,SO,,Bold Peak,,4451,16818,S122,E41,OL,51-07
120112990,2138633,5584925,Curculionidae,Anagotus,*cottieri,,A. Richardson,31/12/1944,1944,12,,0,,,1,A,NZAC,31/12/1944,,SO,,Bold Peak,,4451,16818,S122,E41,OL,51-07
119212990,2307622,5618295,Curculionidae,Anagotus,*cottieri,,J.I. Townsend & G.W. Ramsay,22/01/1966,1966,1,,1220,tussock,,16,A,NZAC,22/01/1966,,SO,,Kirkliston Range,,4437,17027,S117,I39,SC,64-01
119312990,2279773,5582172,Curculionidae,Anagotus,*cottieri,,no collector given,18/12/1968,1968,12,,1525,,,1,A,NZAC,18/12/1968,,SO,,Mt Ida,,4456,17005,S126,H41,CO,67-04
119412990,2282467,5580413,Curculionidae,Anagotus,*cottieri,,J.S. Dugdale,20/01/1971,1971,1,,1360,in sleeping bag,,1,A,NZAC,20/01/1971,,SO,,Mt Ida Range,,4457,17007,S126,H41,CO,64-02
009212990,2668052,6633899,Curculionidae,Anagotus,fairburnii,,J.S. Dugdale,11/11/1981,1981,11,16/11/1981,0,coastal scrub,,1,A,NZAC,11/11/1981,,PKI,Aorangi I,Aorangi Island,,3529,17444,N017,R06,ND,07-01
009312990,2668052,6633899,Curculionidae,Anagotus,fairburnii,,J.C. Watt,1/11/1981,1981,11,30/11/1981,0,Phormium tenax,,1,A,NZAC,1/11/1981,,PKI,Aorangi I,Aorangi Island,,3529,17444,N017,R06,ND,07-01
003712990,2085885,5314324,Curculionidae,Anagotus,fairburnii,,G. Kuschel,14/11/1968,1968,11,,0,under Phormium tenax,,2,A,NZAC,14/11/1968,,BSCI,Big South Cape I,"Big South Cape Island, Puwai Bay",,4715,16724,219,C50,SI,79-04
008412990,2431259,6781702,Curculionidae,Anagotus,fairburnii,,G. Kuschel,1/11/1970,1970,11,30/11/1970,0,Cyperus ustulatus,,2,A,NZAC,1/11/1970,,TKI,Great I,"Great Island, Castaway Camp",,3410,17208,N001,L01,TH,02-01
008512990,2431259,6781702,Curculionidae,Anagotus,fairburnii,,G. Kuschel,1/11/1970,1970,11,30/11/1970,0,Cyperus ustulatus,,3,A,NZAC,1/11/1970,,TKI,Great I,"Great Island, Castaway Camp",,3410,17208,N001,L01,TH,02-01
008712990,2718382,6051675,Curculionidae,Anagotus,fairburnii,,R.C. Craw,2/12/1984,1984,12,,1250,Phormium at night,,1,A,NZAC,2/12/1984,,NO,Tararua Ra,"Tararua Range, Dundas Hut",,4043,17528,N152,S25,WN,32-02
008812990,2718382,6051675,Curculionidae,Anagotus,fairburnii,,R.C. Craw,2/12/1984,1984,12,,1250,Phormium,,2,A,NZAC,2/12/1984,,NO,Tararua Ra,"Tararua Range, Dundas Hut",,4043,17528,N152,S25,WN,32-02
008912990,2718382,6051675,Curculionidae,Anagotus,fairburnii,,R.C. Craw,3/12/1984,1984,12,,1250,Phormium at night,,2,A,NZAC,3/12/1984,,NO,Tararua Ra,"Tararua Range, Dundas Hut",,4043,17528,N152,S25,WN,32-02
009012990,2718382,6051675,Curculionidae,Anagotus,fairburnii,,R.C. Craw,28/11/1984,1984,11,,1250,Phormium at night,,1,A,NZAC,28/11/1984,,NO,Tararua Ra,"Tararua Range, Dundas Hut",,4043,17528,N152,S25,WN,32-02
009112990,2718382,6051675,Curculionidae,Anagotus,fairburnii,,R.C. Craw,4/12/1984,1984,12,,1250,,,4,A,NZAC,4/12/1984,,NO,Tararua Ra,"Tararua Range, Dundas Hut",,4043,17528,N152,S25,WN,32-02
003812990,2540687,5984218,Curculionidae,Anagotus,fairburnii,,J.I. Townsend,14/10/1969,1969,10,,1098,spider nest tussock land,,1,A,NZAC,14/10/1969,,SO,,Dun Mountain,,4121,17322,S020,O27,NN,47-03
003512990,2580286,6041322,Curculionidae,Anagotus,fairburnii,,E.S. Gourlay,15/01/1931,1931,1,,0,,,6,A,NZAC,15/01/1931,,DURI,D'Urville I,D'Urville Island,,4050,17350,S010,P25,SD,39-04
005612990,2580286,6041322,Curculionidae,Anagotus,fairburnii,,E. Fairburn,14/01/1931,1931,1,,0,,,1,A,NZAC,14/01/1931,AT,DURI,D'Urville I,D'Urville Island,,4050,17350,S010,P25,SD,39-04
005812990,2580286,6041322,Curculionidae,Anagotus,fairburnii,,E.S. Gourlay,13/01/1951,1951,1,17/01/1951,0,,,13,A,NZAC,13/01/1951,,DURI,D'Urville I,D'Urville Island,,4050,17350,S010,P25,SD,39-04
006112990,2580286,6041322,Curculionidae,Anagotus,fairburnii,,E.S. Gourlay,15/01/1931,1931,1,,0,,,2,A,NZAC,15/01/1931,,DURI,D'Urville I,D'Urville Island,,4050,17350,S010,P25,SD,39-04
006212990,2580286,6041322,Curculionidae,Anagotus,fairburnii,,E.S. Gourlay,15/01/1931,1931,1,,0,,,3,A,NZAC,15/01/1931,PT,DURI,D'Urville I,D'Urville Island,,4050,17350,S010,P25,SD,39-04
006312990,2580286,6041322,Curculionidae,Anagotus,fairburnii,,E.S. Gourlay,13/01/1951,1951,1,17/01/1951,0,,,3,A,NZAC,13/01/1951,,DURI,D'Urville I,D'Urville Island,,4050,17350,S010,P25,SD,39-04
006512990,2580286,6041322,Curculionidae,Anagotus,fairburnii,,E.S. Gourlay,14/01/1931,1931,1,,0,Phormium tenax at night,,2,A,NZAC,14/01/1931,,DURI,D'Urville I,D'Urville Island,,4050,17350,S010,P25,SD,39-04
007212990,2580286,6041322,Curculionidae,Anagotus,fairburnii,,E.S. Gourlay,13/01/1931,1931,1,17/01/1931,0,,,1,A,NZAC,13/01/1931,,DURI,D'Urville I,D'Urville Island,,4050,17350,S010,P25,SD,39-04
007312990,2580286,6041322,Curculionidae,Anagotus,fairburnii,,E. Fairburn,14/01/1931,1931,1,,0,,,1,M,NZAC,14/01/1931,,DURI,D'Urville I,D'Urville Island,,4050,17350,S010,P25,SD,39-04
007812990,2580286,6041322,Curculionidae,Anagotus,fairburnii,,E. Fairburn,14/01/1931,1931,1,,0,,,1,F,NZAC,14/01/1931,,DURI,D'Urville I,D'Urville Island,,4050,17350,S010,P25,SD,39-04
008112990,2580286,6041322,Curculionidae,Anagotus,fairburnii,,no collector given,14/01/1931,1931,1,,0,,,1,A,NZAC,14/01/1931,,DURI,D'Urville I,D'Urville Island,,4050,17350,S010,P25,SD,39-04
004112990,2710943,6037069,Curculionidae,Anagotus,fairburnii,,T.J. Smit,13/10/1967,1967,10,,974,,,1,A,NZAC,13/10/1967,,NO,Tararua Ra,"Tararua Range, Francis Creek",,4051,17523,N157,S26,WN,38-01
008612990,2431259,6781702,Curculionidae,Anagotus,fairburnii,,G. Kuschel,1/11/1970,1970,11,30/11/1970,0,,,1,A,NZAC,1/11/1970,,TKI,Great I,"Great Island, Castaway Camp",,3410,17208,N001,L01,TH,02-01
004212990,2577459,6039497,Curculionidae,Anagotus,fairburnii,,E.S. Gourlay,3/02/1959,1959,2,,0,,,1,A,NZAC,3/02/1959,,DURI,D'Urville I,"D'Urville Island, Greville Harbour",Greville Harbour,4051,17348,S010,P26,SD,39-04
004412990,2697919,6553693,Curculionidae,Anagotus,fairburnii,,no collector given,15/12/1960,1960,12,,0,Phormium sp.,,1,A,NZAC,15/12/1960,,LBI,Little Barrier I,Little Barrier Island,,3612,17505,N030,S08,CL,10-01
004512990,2585679,6019057,Curculionidae,Anagotus,fairburnii,,P.R. Notman,3/09/1980,1980,9,,0,flax in garden,,1,A,NZAC,3/09/1980,,MI,,Maud Island,,4102,17354,S015,P26,SD,39-03
006912990,2585679,6019057,Curculionidae,Anagotus,fairburnii,,P.R. Notman,18/03/1981,1981,3,,0,flax nr house at night,,1,A,NZAC,18/03/1981,,MI,,Maud Island,,4102,17354,S015,P26,SD,39-03
007912990,2585679,6019057,Curculionidae,Anagotus,fairburnii,,M.J. Meads,1/09/1976,1976,9,30/09/1976,0,,,1,A,NZAC,1/09/1976,,MI,,Maud Island,,4102,17354,S015,P26,SD,39-03
004312990,2713702,6035142,Curculionidae,Anagotus,fairburnii,,R.C. Craw,29/11/1972,1972,11,,1220,flax at night,,1,A,NZAC,29/11/1972,,NO,,Mt Holdsworth,,4052,17525,N157,S26,WN,38-01
008012990,2713702,6035142,Curculionidae,Anagotus,fairburnii,,no collector given,12/06/1966,1966,6,,1068,Phormium colensoi,,2,A,NZAC,12/06/1966,,NO,,Mt Holdsworth,,4052,17525,N157,S26,WN,38-01
005112990,2602403,6011462,Curculionidae,Anagotus,fairburnii,,J.I. Townsend,28/05/1969,1969,5,,1215,under stone,,1,A,NZAC,28/05/1969,,QCSO,,Mt Stokes Ridge,,4106,17406,S016,P26,SD,39-03
006812990,2602403,6011462,Curculionidae,Anagotus,fairburnii,,J.G.R. McBurney,28/05/1969,1969,5,,1215,Astelia,,1,A,NZAC,28/05/1969,,QCSO,,Mt Stokes Ridge,,4106,17406,S016,P26,SD,39-03
007012990,2602403,6011462,Curculionidae,Anagotus,fairburnii,,J.G.R. McBurney,11/10/1967,1967,10,,1037,Phormium colesoi at night,,7,A,NZAC,11/10/1967,,QCSO,,Mt Stokes Ridge,,4106,17406,S016,P26,SD,39-03
004712990,2668089,6635748,Curculionidae,Anagotus,fairburnii,,G. Kuschel,1/11/1980,1980,11,,0,,,1,A,NZAC,1/11/1980,,PKI,Poor Knights Is,Poor Knight Islands,,3528,17444,N017,R06,ND,07-01
008212990,2084626,5314237,Curculionidae,Anagotus,fairburnii,,P.M. Johns,30/08/1964,1964,8,,0,Olearia forest at night,,1,A,NZAC,30/08/1964,,BSCI,Big South Cape I,"Big South Cape Island, Puwai Bay",,4715,16723,219,C50,SI,79-04
004912990,2786450,6467837,Curculionidae,Anagotus,fairburnii,,G.W. Ramsay,13/11/1972,1972,11,17/11/1972,0,,,14,A,NZAC,13/11/1972,,AL,Alderman Is,"Alderman Islands, Ruamahuanui Island",,3657,17606,N045,U11,CL,10-04
005012990,2594555,6059678,Curculionidae,Anagotus,fairburnii,,J.G.R. McBurney,1/01/1971,1971,1,,0,flax,,6,A,NZAC,1/01/1971,,STI,Stephens I,Stephens Island,,4040,17400,S005,P25,SD,39-02
005412990,2594555,6059678,Curculionidae,Anagotus,fairburnii,,E.S. Gourlay,1/01/1932,1932,1,31/12/1933,0,,,4,A,NZAC,1/01/1932,,STI,Stephens I,Stephens Island,,4040,17400,S005,P25,SD,39-02
005712990,2594555,6059678,Curculionidae,Anagotus,fairburnii,,E.S. Gourlay,9/12/1931,1931,12,,0,,,1,A,NZAC,9/12/1931,,STI,Stephens I,Stephens Island,,4040,17400,S005,P25,SD,39-02
006012990,2594555,6059678,Curculionidae,Anagotus,fairburnii,,E.S. Gourlay,16/01/1933,1933,1,,0,,,1,A,NZAC,16/01/1933,,STI,Stephens I,Stephens Island,,4040,17400,S005,P25,SD,39-02
006412990,2594555,6059678,Curculionidae,Anagotus,fairburnii,,E.S. Gourlay,14/01/1933,1933,1,28/01/1933,0,,,2,A,NZAC,14/01/1933,,STI,Stephens I,Stephens Island,,4040,17400,S005,P25,SD,39-02
008312990,2425122,6779821,Curculionidae,Anagotus,fairburnii,,P.M. Johns,11/12/1963,1963,12,,0,Phormium,,3,A,NZAC,11/12/1963,,TKI,South West I,South West Island,,3411,17204,N001,L01,TH,02-01
009412990,2668089,6635748,Curculionidae,Anagotus,fairburnii,,G. Kuschel,1/12/1980,1980,12,31/12/1980,0,,,6,A,NZAC,1/12/1980,,PKI,Tawhiti Rahi I,Tawhiti Rahi Island,,3528,17444,N017,R06,ND,07-01
009512990,2668089,6635748,Curculionidae,Anagotus,fairburnii,,J.C. Watt,9/12/1980,1980,12,,0,ground,,1,A,NZAC,9/12/1980,,PKI,Tawhiti Rahi I,Tawhiti Rahi Island,,3528,17444,N017,R06,ND,07-01
005212990,2594343,6041174,Curculionidae,Anagotus,fairburnii,,J. Campbell,7/08/1965,1965,8,,0,,,1,A,NZAC,7/08/1965,,TRI,,Trio Islands,,4050,17400,S011,P25,SD,30-03
104812990,2718382,6051675,Curculionidae,Anagotus,*graminicola n.sp.,,R.C. Craw,1/12/1984,1984,12,31/12/1984,0,,,2,A,NZAC,1/12/1984,,NO,Tararua Ra,"Tararua Range, Dundas Hut",,4043,17528,N152,S25,WN,32-02
104912990,2718382,6051675,Curculionidae,Anagotus,*graminicola n.sp.,,G.W. Ramsay,4/02/1985,1985,2,,0,,,7,A,NZAC,4/02/1985,,NO,Tararua Ra,"Tararua Range, Dundas Hut",,4043,17528,N152,S25,WN,32-02
105112990,2718382,6051675,Curculionidae,Anagotus,*graminicola n.sp.,,R.C. Craw,1/12/1984,1984,12,31/12/1984,0,tiller bases Chionochloa,,2,A,NZAC,1/12/1984,,NO,Tararua Ra,"Tararua Range, Dundas Hut",,4043,17528,N152,S25,WN,32-02
105212990,2718382,6051675,Curculionidae,Anagotus,*graminicola n.sp.,,B.G. Bennett & T.K. Crosby,28/11/1984,1984,11,6/12/1984,0,,,1,A,NZAC,28/11/1984,,NO,Tararua Ra,"Tararua Range, Dundas Hut",,4043,17528,N152,S25,WN,32-02
105512990,2718382,6051675,Curculionidae,Anagotus,*graminicola n.sp.,,R.C. Craw,4/12/1984,1984,12,,1250,,,1,A,NZAC,4/12/1984,,NO,Tararua Ra,"Tararua Range, Dundas Hut",,4043,17528,N152,S25,WN,32-02
105012990,2716975,6051715,Curculionidae,Anagotus,*graminicola n.sp.,,R.C. Craw,4/12/1984,1984,12,,1250,Drapetes/Astelia at night,,4,A,NZAC,4/12/1984,,NO,Tararua Ra,"Tararua Range, Logan",,4043,17527,N152,S26,WN,32-02
105312990,2716975,6051715,Curculionidae,Anagotus,*graminicola n.sp.,,R.C. Craw,4/12/1984,1984,12,,1250,Drapetes dieffenbachii,,5,A,NZAC,4/12/1984,,NO,Tararua Ra,"Tararua Range, Logan",,4043,17527,N152,S26,WN,32-02
105412990,2716975,6051715,Curculionidae,Anagotus,*graminicola n.sp.,,R.C. Craw,2/12/1984,1984,12,,0,Astelia at night,,1,A,NZAC,2/12/1984,,NO,Tararua Ra,"Tararua Range, Logan",,4043,17527,N152,S26,WN,32-02
105612990,2716975,6051715,Curculionidae,Anagotus,*graminicola n.sp.,,B.G. Bennett & T.K. Crosby,28/11/1984,1984,11,6/12/1984,0,,,1,A,NZAC,28/11/1984,,NO,Tararua Ra,"Tararua Range, Logan",,4043,17527,N152,S26,WN,32-02
106412990,2597814,6216935,Curculionidae,Anagotus,*graminicola n.sp.,,J.S. Dugdale,28/11/1975,1975,11,4/12/1975,915,Chionochloa rubra,,3,A,NZAC,28/11/1975,,NO,Egmont NP,"Tongariro NP, Pouakai Range",,3915,17401,N118,P20,TK,25-01
105912990,2706137,6014979,Curculionidae,Anagotus,*graminicola n.sp.,,M.H. Douglas,1/01/1964,1964,1,,1070,,,1,A,NZAC,1/01/1964,,NO,Tararua Ra,Tararua Range,,4103,17520,N161,S26,WN,38-01
105812990,2719843,6053486,Curculionidae,Anagotus,*graminicola n.sp.,,R.M. Bull,28/12/1964,1964,12,,1434,,,1,A,NZAC,28/12/1964,,NO,Tararua Ra,"Tararua Range, West Peak",,4042,17529,N152,S25,WN,38-01
106112990,2731511,6212348,Curculionidae,Anagotus,*graminicola n.sp.,,G. Kuschel,8/01/1962,1962,1,,0,Celmisia incana,,1,A,NZAC,8/01/1962,,NO,Tongariro NP,"Tongariro NP, Mt Ruapehu",,3916,17534,N122,T20,TO,18-01
105712990,2503129,5889870,Curculionidae,Anagotus,*graminicola n.sp.,,no collector given,1/12/1955,1955,12,31/12/1955,1525,,,1,A,NZAC,1/12/1955,,SO,,"Fiordland NP, Mitre Peak",,4212,17255,S040,N31,MB,43-02
106012990,2728795,6217978,Curculionidae,Anagotus,*graminicola n.sp.,,J.I. Townsend,26/11/1965,1965,11,,1290,track,,1,A,NZAC,26/11/1965,,NO,Tongariro NP,"Tongariro NP, Mt Ruapehu, Silica Springs",,3913,17532,N112,S20,TO,18-01
106212990,2728795,6217978,Curculionidae,Anagotus,*graminicola n.sp.,,L.P. Marchant,29/11/1965,1965,11,,1290,tussock by track,,1,A,NZAC,29/11/1965,,NO,Tongariro NP,"Tongariro NP, Mt Ruapehu, Silica Springs",,3913,17532,N112,S20,TO,18-01
106312990,2728795,6217978,Curculionidae,Anagotus,*graminicola n.sp.,,J.I. Townsend,29/11/1965,1965,11,,1290,tussock by track,,1,A,NZAC,29/11/1965,,NO,Tongariro NP,"Tongariro NP, Mt Ruapehu, Silica Springs",,3913,17532,N112,S20,TO,18-01
106512990,2728795,6217978,Curculionidae,Anagotus,*graminicola n.sp.,,J.S. Dugdale,24/11/1977,1977,11,,1240,Chionochloa rubra,,2,A,NZAC,24/11/1977,,NO,Tongariro NP,"Tongariro NP, Mt Ruapehu, Silica Springs",,3913,17532,N112,S20,TO,18-01
027812990,2113078,5592689,Curculionidae,Anagotus,graniger,,no collector given,1/11/1939,1939,11,,0,,,1,A,NZAC,1/11/1939,,SO,Fiordland NP,"Fiordland NP, Homer Saddle",,4446,16759,S122,D40,FD,72-01
028112990,2271635,5481792,Curculionidae,Anagotus,graniger,,G. Kuschel & J.I. Townsend,14/01/1965,1965,1,,397,,,2,A,NZAC,14/01/1965,,SO,,Lake  Mahinerangi,,4550,16956,S163,H44,DN,68-02
028212990,2271635,5481792,Curculionidae,Anagotus,graniger,,J. Kearns,20/12/1964,1964,12,,0,maorihead tussock,,2,A,NZAC,20/12/1964,,SO,,Lake  Mahinerangi,,4550,16956,S163,H44,DN,68-02
027612990,2217412,5505515,Curculionidae,Anagotus,graniger,,B.H. Patrick,12/04/1986,1986,4,,1160,,,1,A,NZAC,12/04/1986,,SO,,Mt Benger,,4536,16915,S152,G43,CO,74-02
028412990,2282834,5532240,Curculionidae,Anagotus,graniger,,J. Child,23/11/1968,1968,11,,122,,,1,A,NZAC,23/11/1968,,SO,Rock and Pillar Ra,Rock and Pillar Range,,4523,17006,S145,H42,CO,67-07
028512990,2274846,5500446,Curculionidae,Anagotus,graniger,,B.I.P. Barratt,23/01/1980,1980,1,13/02/1980,310,"native tussock, clover",,1,A,NZAC,23/01/1980,,SO,,Rocklands Station,,4540,16959,S154,H43,DN,68-02
028612990,2207182,5419735,Curculionidae,Anagotus,graniger,,B.I.P. Barratt,23/11/1985,1985,11,12/12/1985,713,tussock/shrubland,,2,A,NZAC,23/11/1985,,SO,,Slopedown no 2,,4622,16904,S178,F46,SL,78-03
028712990,2275853,5472677,Curculionidae,Anagotus,graniger,,J. Kearns,29/09/1964,1964,9,,396,,,1,A,NZAC,29/09/1964,,SO,,Waipori Falls,,4555,16959,S163,H44,DN,68-02
029112990,2333092,5706094,Curculionidae,Anagotus,halli,,P.M. Johns,21/10/1963,1963,10,,1372,scree,,4,A,NZAC,21/10/1963,,SO,,Foxs Peak,,4350,17048,S090,J37,SC,61-01
029212990,2493489,5891704,Curculionidae,Anagotus,halli,,P.M. Johns,29/11/1962,1962,11,,1230,scree,,1,A,NZAC,29/11/1962,,SO,,"Clarence/Wairau Valley, Island Pass",Island Pass,4211,17248,S040,N30,MB,43-02
029412990,2504532,5860252,Curculionidae,Anagotus,halli,,A.C. Eyles & J.I. Townsend,28/10/1962,1962,10,,1525,,,3,A,NZAC,28/10/1962,,SO,,Mt Percival,,4228,17256,S047,N32,MB,43-03
029512990,2504532,5860252,Curculionidae,Anagotus,halli,,P.M. Johns,29/10/1962,1962,10,,1220,,,6,A,NZAC,29/10/1962,,SO,,Mt Percival,,4228,17256,S047,N32,MB,43-03
029612990,2274793,5685767,Curculionidae,Anagotus,halli,,E.S. Gourlay,23/01/1948,1948,1,,0,,,1,A,NZAC,23/01/1948,,SO,,Razorback Ridge,,4400,17004,S100,H37,MK,63-03
029312990,2560876,5880442,Curculionidae,Anagotus,halli,,G. Sherley,10/03/1987,1987,3,,1372,,,1,A,NZAC,10/03/1987,,SO,,Upper Kowhai Range,,4217,17337,S049,O31,KA,45-03
117712990,2138633,5584925,Curculionidae,Anagotus,hamiltoni,,E.S. Gourlay,29/12/1944,1944,12,1/01/1945,0,,,4,A,NZAC,29/12/1944,,SO,,Bold Peak,,4451,16818,S122,E41,OL,51-07
118512990,2138633,5584925,Curculionidae,Anagotus,hamiltoni,,G.V. Hudson,5/01/1921,1921,1,,1068,,,1,A,NZAC,5/01/1921,,SO,,Bold Peak,,4451,16818,S122,E41,OL,51-07
118712990,2182134,5559450,Curculionidae,Anagotus,hamiltoni,,J.S. Dugdale,16/01/1966,1966,1,,1560,Poa colensoi,,2,A,NZAC,16/01/1966,,SO,,The Remarkables Range,,4506,16850,S132,F42,CO,66-05
119012990,2182134,5559450,Curculionidae,Anagotus,hamiltoni,,R.M. Bull,7/02/1963,1963,2,,1678,,,16,A,NZAC,7/02/1963,,SO,,The Remarkables Range,,4506,16850,S132,F42,CO,66-05
119112990,2182134,5559450,Curculionidae,Anagotus,hamiltoni,,J.I. Townsend,7/02/1963,1963,2,,1372,,,8,A,NZAC,7/02/1963,,SO,,The Remarkables Range,,4506,16850,S132,F42,CO,66-05
118812990,2173220,5579392,Curculionidae,Anagotus,hamiltoni,,A.C. Eyles,12/01/1966,1966,1,,1480,,,1,A,NZAC,12/01/1966,,SO,,Coronet Peak,,4455,16844,0,,OL,66-04
118912990,2202138,5553013,Curculionidae,Anagotus,hamiltoni,,J.C. Watt,13/02/1983,1983,2,15/02/1983,1295,,,1,A,NZAC,13/02/1983,,SO,Carrick Ra,"Carrick Range, Watts Rock",,4510,16905,S133,F42,CO,67-05
118112990,2190320,5634027,Curculionidae,Anagotus,hamiltoni,,C.E. Clarke,28/12/1923,1923,12,,1220,,,3,A,NZAC,28/12/1923,,SO,,"Lake Wanaka, Minaret Peaks",Minaret Peaks,4426,16859,S107,F39,OL,66-02
118612990,2190320,5634027,Curculionidae,Anagotus,hamiltoni,,C.E. Clarke,28/12/1931,1931,12,,1220,,,1,A,NZAC,28/12/1931,,SO,,"Lake Wanaka, Minaret Peaks",Minaret Peaks,4426,16859,S107,F39,OL,66-02
117612990,2145075,5611260,Curculionidae,Anagotus,hamiltoni,,E.S. Gourlay,9/01/1945,1945,1,,0,,,1,A,NZAC,9/01/1945,,SO,,Mt Earnslaw,,4437,16824,S114,E40,OL,51-07
118012990,2145075,5611260,Curculionidae,Anagotus,hamiltoni,,G.V. Hudson,1/01/1914,1914,1,31/01/1914,915,,,1,A,NZAC,1/01/1914,,SO,,Mt Earnslaw,,4437,16824,S114,E40,OL,51-07
