institution_code,catalog_number,recorded_by,year,month,decimal_latitude,decimal_longitude,location,species,generic_name,specific_name,day,.val,.equ,.zer,.cap,.cen,.sea,.otl,.gbf,.inst,.summary
NZAC,NZAC04128353,G Kuschel,1970,11,-34.15959,172.1393,"Three Kings Islands, Great Island",Anagotus species_k,Anagotus,species_k,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
NZAC,NZAC04128352,G Kuschel,1970,11,-34.15959,172.1393,"Three Kings Islands, Great Island",Anagotus species_k,Anagotus,species_k,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
NZAC,NZAC04128351,G Kuschel,1970,11,-34.15959,172.1393,"Three Kings Islands, Great Island",Anagotus species_k,Anagotus,species_k,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
NZAC,NZAC04212549,G Kuschel,1970,11,-34.15959,172.1393,"Three Kings Islands, Great Island",Anagotus species_k,Anagotus,species_k,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
NZAC,NZAC04212545,G Kuschel,1970,11,-34.15959,172.1393,"Three Kings Islands, Great Island, Castaway Camp",Anagotus species_k,Anagotus,species_k,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
NZAC,NZAC04212557,NA,1970,11,-34.15959,172.1393,"Three Kings Islands, Great Island, Castaway Camp",Anagotus species_k,Anagotus,species_k,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
NZAC,NZAC04212551,G Kuschel,1970,11,-34.15959,172.1393,"Three Kings Islands, Great Island, Castaway Camp",Anagotus species_k,Anagotus,species_k,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
NZAC,NZAC04212552,P Johns,1963,12,-34.17604,172.07208,"Three Kings Islands, Southwest Island",Anagotus species_k,Anagotus,species_k,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
NZAC,NZAC04212544,P Johns,1963,12,-34.17604,172.07208,"Three Kings Islands, Southwest Island",Anagotus species_k,Anagotus,species_k,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
NZAC,NZAC04212546,G Kuschel,1970,11,-34.15959,172.1393,"Three Kings Islands, Great Island, West End",Anagotus species_k,Anagotus,species_k,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
NZAC,NZAC04212556,G Kuschel,1970,11,-34.15959,172.1393,"Three Kings Islands, Great Island",Anagotus turbotti,Anagotus,turbotti,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
NZAC,NZAC04212555,G Kuschel,1970,11,-34.15959,172.1393,"Three Kings Islands, Great Island",Anagotus turbotti,Anagotus,turbotti,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
NZAC,NZAC04212550,G Kuschel,1970,11,-34.15959,172.1393,"Three Kings Islands, Great Island",Anagotus turbotti,Anagotus,turbotti,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
NZAC,NZAC04212543,G Kuschel,1970,11,-34.15959,172.1393,"Three Kings Islands, Great Island",Anagotus turbotti,Anagotus,turbotti,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
NZAC,NZAC04212548,G Kuschel,1970,11,-34.15959,172.1393,"Three Kings Islands, Great Island",Anagotus turbotti,Anagotus,turbotti,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
NZAC,NZAC04212547,G Kuschel,1970,11,-34.15959,172.1393,"Three Kings Islands, Great Island",Anagotus turbotti,Anagotus,turbotti,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
NZAC,NZAC04212553,P Johns,1963,12,-34.17604,172.07208,"Three Kings Islands, Southwest Island",Anagotus fairburni,Anagotus,fairburni,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
NZAC,NZAC04212542,P Johns,1963,12,-34.17604,172.07208,"Three Kings Islands, Southwest Island",Anagotus fairburni,Anagotus,fairburni,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
NZAC,NZAC04212541,P Johns,1963,12,-34.17604,172.07208,"Three Kings Islands, Southwest Island",Anagotus rugosus,Anagotus,rugosus,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
NZAC,NZAC04239438,Sabrina Walters,1966,10,-46.155228,166.614017,"Preservation Inlet, Puysegur Point",Anagotus species_b,Anagotus,species_b,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
NZAC,NZAC04239499,EM Connell,1966,10,-46.155228,166.614017,"Invercargill, Puysegur Point Lighthouse",Anagotus species_b,Anagotus,species_b,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
NZAC,NZAC04239469,B McLean,1983,3,-45.66653,166.648178,Resolution Island,Anagotus species_b,Anagotus,species_b,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
NZAC,NZAC04239439,JS Dugdale,1996,5,-45.57777,166.63752,Breaksea Island,Anagotus species_b,Anagotus,species_b,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
NZAC,NZAC04239229,JS Dugdale,1996,5,-45.57777,166.63752,Breaksea Island,Anagotus species_b,Anagotus,species_b,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
NZAC,NZAC04239409,JS Dugdale,1996,5,-45.57777,166.63752,Breaksea Island,Anagotus species_b,Anagotus,species_b,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
NZAC,NZAC04239379,PM Johns,1964,8,-47.249329,167.411385,"Stewart Island, Puwai Long Island",Anagotus species_b,Anagotus,species_b,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
NZAC,NZAC04239411,J McBurney,1971,12,-44.866173,170.370906,Mount Domett,Anagotus carinirostris,Anagotus,carinirostris,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
NZAC,NZAC04239467,"JI Townsend, AK Walker",1965,2,-41.196912,172.733788,Mount Arthur,Anagotus carinirostris,Anagotus,carinirostris,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
NZAC,NZAC04239377,"JI Townsend, AK Walker",1965,2,-41.196912,172.733788,Mount Arthur,Anagotus carinirostris,Anagotus,carinirostris,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
NZAC,NZAC04239317,D Kershaw,1961,11,-41.554218,172.541742,Mount Owen,Anagotus carinirostris,Anagotus,carinirostris,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
NZAC,NZAC04239347,JI Townsend,1964,2,-41.60158,172.328153,Matiri Tops,Anagotus carinirostris,Anagotus,carinirostris,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
NZAC,NZAC04239322,JC Watt,1969,12,-42.082394,171.545162,"Paparoa Range, Mount Dewar",Anagotus species_c,Anagotus,species_c,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
NZAC,NZAC04239234,JI Townsend,1961,11,-41.554218,172.541742,Mount Owen,Anagotus species_c,Anagotus,species_c,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
NZAC,NZAC04239413,JI Townsend,1961,11,-41.554218,172.541742,Mount Owen,Anagotus species_c,Anagotus,species_c,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
NZAC,NZAC04239323,JI Townsend,1961,11,-41.554218,172.541742,Mount Owen,Anagotus species_c,Anagotus,species_c,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
NZAC,NZAC04239383,"JI Townsend, WP Thomas",1960,2,-41.554218,172.541742,Mount Owen,Anagotus species_c,Anagotus,species_c,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
NZAC,NZAC04239353,Morgan,1958,1,-41.736132,171.795101,Pakawau Area,Anagotus species_c,Anagotus,species_c,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
NZAC,NZAC04239264,Morgan,1958,1,-41.736132,171.795101,Pakawau Area,Anagotus species_c,Anagotus,species_c,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
NZAC,NZAC04239324,JI Townsend,1962,10,-41.554218,172.541742,"Nelson, Mount Owen",Anagotus species_c,Anagotus,species_c,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
NZAC,NZAC04239382,PM Johns,1974,12,-41.736132,171.795101,"Arthurs Pass National Park, Temple Basin",Anagotus species_c,Anagotus,species_c,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
NZAC,NZAC04239233,JI Townsend,1961,11,-41.554218,172.541742,Mount Owen,Anagotus species_c,Anagotus,species_c,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
NZAC,NZAC04239362,JI Townsend,1962,11,-41.550117,173.074751,Ben Nevis,Anagotus species_c,Anagotus,species_c,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
NZAC,NZAC04239360,JI Townsend,1962,11,-41.550117,173.074751,Ben Nevis,Anagotus species_c,Anagotus,species_c,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
