Repository,NZAC_Accession_Number,Specimen_Kind,Quantity,Order,Family,Collection_Name,Taxon_Name,Taxon_Note,NEIL_manuscript_name,Determiner,Determination_Date,Determination_Note,Type_Status,Country,New_Zealand_Area_Code,Locality,NEIL_guess_location,NEIL_guess_coordinates,NEIL_check_w_Rich,Altitude ,Day,Month,Year,2nd date,Collectors,Collector_No,Method,Habitat,Microhabitat,Collection_Event_Note,Verbatim_Geocoordinates ,Sex,Stages,copy to WORD,NEIL_Determination_INFO,NEIL_Drawer_INFO,Neil_Specimen_Note,Neil_Other
NZAC,NZAC04239371,Pinned,1,Coleoptera,Curculionidae,,Anagotus,species_c,chionochloae n. sp.,,,,,New Zealand,NN,Matiri Tops,,"-41.60158, 172.328153",,4000',17,2,1964,,JI Townsend,,,,Celmisia armstrongii,,,,Adult,,,,,
NZAC,NZAC04040211,Pinned,1,Coleoptera,Curculionidae,,Anagotus,species_d,heraldicus n. sp.,G Kuschel,1980,,,New Zealand,ND,"Poor Knights Islands, Tawhiti Rahi Island",,"-35.45532, 174.73726",,200m,10,9,1980,,JC Watt,80/68,,,Litter,,,,Adult,,Anagotus n.sp.,,,Orange Label: Threatened Species Des. G. Hall & R. Leschen 2011
NZAC,NZAC04266257,Pinned,1,Coleoptera,Curculionidae,,Anagotus,,?triregius n.sp.,,,,,New Zealand,ND,"Poor Knights Islands, Aorangi Island, Crater Bay",,"-35.478652, 174.742441",,,20,12,1981,,,,,,,,,,Adult,,,,,Unable to read handwriting. Possibly a plant host.
NZAC,NZAC04273127,Pinned,1,Coleoptera,Curculionidae,,"Anagotus rugosus Broun, 1883",,,,,,,New Zealand,ND,"Poor Knights Islands, Tawhiti Rahi Island",,"-35.45532, 174.73726",,,8,12,1980,,G Kuschel,,,,on Coprosma macrocarpa,,,,Adult,,,,,
NZAC,NZAC04273247,Pinned,1,Coleoptera,Curculionidae,,"Anagotus rugosus Broun, 1883",,,,,,,New Zealand,ND,"Poor Knights Islands, Tawhiti Rahi Island",,"-35.45532, 174.73726",,,8,12,1980,,G Kuschel,,,,on Coprosma macrocarpa,,,,Adult,,,,,
NZAC,NZAC04273397,Pinned,1,Coleoptera,Curculionidae,,"Anagotus rugosus Broun, 1883",,,G Kuschel,1981,"similis, Broun, comp. c. typo, Kuschel 1964",,New Zealand,ND,"Poor Knights Islands, Tawhiti Rahi Island",,"-35.45532, 174.73726",,,1,1,1956,,JC Watt,,,,x Coprosma,,,,Adult,,Anagotus rugosus (Broun),,,
NZAC,NZAC04273337,Pinned,1,Coleoptera,Curculionidae,,"Anagotus rugosus Broun, 1883",,,,,,,New Zealand,ND,"Poor Knights Islands, Tawhiti Rahi Island",,"-35.45532, 174.73726",,,15,1,1943,24/01/1943,"Majors Buddle, Wilson",,,,,,,,Adult,,,,,
NZAC,NZAC04273217,Pinned,1,Coleoptera,Curculionidae,,"Anagotus rugosus Broun, 1883",,,RC Craw,1990,,,New Zealand,ND,"Poor Knights Islands, Aorangi Island, Puweto Valley",,"-35.478652, 174.742441",,90m,16,11,1981,,JS Dugdale,,,,on Macropiper,,,,Adult,,Anagotus rugosus,,,
NZAC,NZAC04273307,Pinned,1,Coleoptera,Curculionidae,,"Anagotus rugosus Broun, 1883",,,,,,,New Zealand,ND,Poor Knights Islands,,"-35.478652, 174.742441",,,,11,1981,,JC Watt,,,,on Coprosma macrocarpa at night,,,,Adult,,,,,
NZAC,NZAC04273187,Pinned,1,Coleoptera,Curculionidae,,"Anagotus rugosus Broun, 1883",,,,,"Phaeophanus similis, rugosus",,New Zealand,ND,Mokohinau Islands,,"-35.911594, 175.101085",,,,,,,Coll?,,,,,,,,Adult,,,,,"Small circular label.
Genitalia in vial"
NZAC,NZAC04273157,Pinned,1,Coleoptera,Curculionidae,,"Anagotus rugosus Broun, 1883",,,JC Watt,1983,,,New Zealand,CL,"Mercury Islands, Middle Island",,"-36.63714, 175.861759",,,24,5,1983,,I Southey,,,,on Coprosma repens,,,,Adult,,Anagotus rugosus,,,
NZAC,NZAC04273277,Pinned,1,Coleoptera,Curculionidae,,"Anagotus rugosus Broun, 1883",,,,,,,New Zealand,TK,"North Egmont, Holly Hut",,"-39.26516, 174.0474",,950m,27,11,1975,,AK Walker,,Hand collecting at night,,on Blechnum capense,,,,Adult,,,,,
NZAC,NZAC04273367,Pinned,1,Coleoptera,Curculionidae,,"Anagotus turbotti Spiller, 1942",,,,,,,New Zealand,ND,"Poor Knights Islands, Aorangi Island, forest behind landing",,"-35.478652, 174.742441",,,17,11,1981,,JS Dugdale,,Hand collecting at night,,,,,,Adult,,,,,
NZAC,NZAC04273308,Pinned,1,Coleoptera,Curculionidae,,"Anagotus turbotti Spiller, 1942",,,,,,,New Zealand,ND,"Poor Knights Islands, Aorangi Island",,"-35.478652, 174.742441",,,,11,1981,,JC Watt,,Hand collecting at night,,on Corynocarpus laevigatus,,,,Adult,,,,,
NZAC,NZAC04273248,Pinned,1,Coleoptera,Curculionidae,,"Anagotus turbotti Spiller, 1942",,,,,,,New Zealand,ND,"Poor Knights Islands, Aorangi Island",,"-35.478652, 174.742441",,,,11,1981,,JC Watt,,Hand collecting at night,,on Corynocarpus laevigatus,,,,Adult,,,,,
NZAC,NZAC04273188,Pinned,1,Coleoptera,Curculionidae,,"Anagotus turbotti Spiller, 1942",,,,,,,New Zealand,ND,"Poor Knights Islands, Aorangi Island",,"-35.478652, 174.742441",,,,11,1981,,JC Watt,,Hand collecting at night,,,,,,Adult,,,,,
NZAC,NZAC04162160,Pinned,1,Coleoptera,Curculionidae,,"Anagotus turbotti Spiller, 1942",,,,,,,New Zealand,ND,"Poor Knights Islands, Tawhiti Rahi Island",,"-35.45532, 174.73726",,,6,12,1980,,CF Butcher,,Hand collecting at night,,on Corynocarpus,,,,Adult,,,,,Vial containing possibly genitalia?
NZAC,NZAC04273330,Pinned,1,Coleoptera,Curculionidae,,"Anagotus costipennis Broun, 1915",,,,,,,New Zealand,DN,Swampy Summit,,"-45.79453, 170.47695",,700m,19,6,1982,,BIP Barratt,,,,Chionochloa sp.,,,,Adult,,,,,
NZAC,NZAC04273336,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,,Mount Peel,,"-41.13853, 172.5916",y,5000',30,1,1932,,ES Gourlay,,,,,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273335,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,,Mount Peel,,"-41.13853, 172.5916",y,5000',30,1,1932,,ES Gourlay,,,,,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273332,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,,Mount Peel,,"-41.13853, 172.5916",y,5000',30,1,1932,,ES Gourlay,,,,,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273334,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,NN,Balloon Hut,,"-41.169652, 172.621522",,4300',8,1,1930,,ES Gourlay,,,,,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273331,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,BR,Lewis Pass,,"-42.380494, 172.400165",,5000',5,12,1962,,CJ Burrows,,,,D. oreophila,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273325,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,NN,Balloon Hut,,"-41.169652, 172.621522",,4300',8,1,1930,,ES Gourlay,,,,,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273327,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,,Mount Peel,,"-41.13853, 172.5916",y,5000',30,1,1932,,ES Gourlay,,,,,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273324,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,,Mount Peel,,"-41.13853, 172.5916",y,5000',30,1,1932,,ES Gourlay,,,,,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273333,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,,Mount Peel,,"-41.13853, 172.5916",y,5000',30,1,1932,,ES Gourlay,,,,,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273326,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,,Mount Peel,,"-41.13853, 172.5916",y,5000',30,1,1932,,ES Gourlay,,,,,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273329,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,,Mount Peel,,"-41.13853, 172.5916",y,5000',30,1,1932,,ES Gourlay,,,,,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273323,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,,Mount Peel,,"-41.13853, 172.5916",y,5000',30,1,1932,,ES Gourlay,,,,,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273322,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,FD,"Hunter Mountains, Monowai",,"-45.827389, 167.361259",,4000',29,11,1962,,AC Eyles,,,,,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273366,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,FD,"Hunter Mountains, Monowai",,"-45.827389, 167.361259",,4000',29,11,1962,,AC Eyles,,,,Astelia nivicola,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273360,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,FD,"Hunter Mountains, Monowai",,"-45.827389, 167.361259",,4000',29,11,1962,,JI Townsend,,,,Astelia nivicola,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273365,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,FD,"Hunter Mountains, Monowai",,"-45.827389, 167.361259",,4000',29,11,1962,,JI Townsend,,,,Astelia nivicola,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273364,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,FD,"Hunter Mountains, Monowai",,"-45.827389, 167.361259",,4000',29,11,1962,,JI Townsend,,,,Astelia nivicola,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273352,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,FD,"Hunter Mountains, Monowai",,"-45.827389, 167.361259",,4000',29,11,1962,,JI Townsend,,,,Astelia nivicola,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273363,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,FD,"Hunter Mountains, Monowai",,"-45.827389, 167.361259",,4000',29,11,1962,,JI Townsend,,,,Astelia nivicola,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273359,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,FD,"Hunter Mountains, Monowai",,"-45.827389, 167.361259",,4000',29,11,1962,,JI Townsend,,,,Astelia nivicola,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273354,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,FD,"Hunter Mountains, Monowai",,"-45.827389, 167.361259",,4000',29,11,1962,,JI Townsend,,,,Astelia nivicola,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273357,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,FD,"Hunter Mountains, Monowai",,"-45.827389, 167.361259",,4000',29,11,1962,,JI Townsend,,,,Astelia nivicola,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273362,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,FD,"Hunter Mountains, Monowai",,"-45.827389, 167.361259",,4000',29,11,1962,,JI Townsend,,,,Astelia nivicola,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273353,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,FD,"Hunter Mountains, Monowai",,"-45.827389, 167.361259",,4000',29,11,1962,,JI Townsend,,,,,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,elytra
NZAC,NZAC04273358,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,FD,"Hunter Mountains, Monowai",,"-45.827389, 167.361259",,4000',29,11,1962,,AC Eyles,,,,,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,elytra
NZAC,NZAC04273361,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,FD,"Hunter Mountains, Monowai",,"-45.827389, 167.361259",,4000',29,11,1962,,AC Eyles,,,,,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,elytra
NZAC,NZAC04273356,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,FD,"Cameron Mountains, Lake Mike",,"-45.823985, 166.891251",,,13,2,1963,,"R Bull, JI Townsend",,,,Astelia nivicola,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,elytra
NZAC,NZAC04239356,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,FD,"Cameron Mountains, Lake Mike",,"-45.823985, 166.891251",,,13,2,1964,,"R Bull, JI Townsend",,,,Astelia nivicola,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04239365,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,FD,"Cameron Mountains, Lake Mike",,"-45.823985, 166.891251",,,13,2,1965,,"R Bull, JI Townsend",,,,Astelia nivicola,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04239369,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,FD,"Cameron Mountains, Lake Mike",,"-45.823985, 166.891251",,,13,2,1966,,"R Bull, JI Townsend",,,,Astelia nivicola,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273392,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,FD,"Cameron Mountains, Lake Mike",,"-45.823985, 166.891251",,,13,2,1966,,"R Bull, JI Townsend",,,,Astelia nivicola,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273390,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,FD,"Cameron Mountains, Lake Mike",,"-45.823985, 166.891251",,,13,2,1967,,"R Bull, JI Townsend",,,,Astelia nivicola,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,elytra
NZAC,NZAC04273382,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,FD,"Cameron Mountains, Lake Mike",,"-45.823985, 166.891251",,,13,2,1968,,"R Bull, JI Townsend",,,,Astelia nivicola,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273383,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,FD,"Cameron Mountains, Lake Mike",,"-45.823985, 166.891251",,,13,2,1969,,"R Bull, JI Townsend",,,,Astelia nivicola,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273388,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,FD,"Cameron Mountains, Lake Mike",,"-45.823985, 166.891251",,,13,2,1970,,"R Bull, JI Townsend",,,,Astelia nivicola,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273395,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,FD,"Cameron Mountains, Lake Mike",,"-45.823985, 166.891251",,,13,2,1970,,"R Bull, JI Townsend",,,,Astelia nivicola,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273389,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,NN,"South Island, Nelson, Mount Arthur, Balloon Hut",,"-41.169652, 172.621522",,4300',8,1,1930,,ES Gourlay,,,,,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273384,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,AE Brookes,,,,New Zealand,NN,"South Island, Nelson, Mount Arthur, Balloon Hut",,"-41.169652, 172.621522",,4300',8,1,1930,,ES Gourlay,,,,,,,,Adult,,Pparchus gourlayi Brookes,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273385,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,NN,Mount Arthur,,"-41.196912, 172.733788",y,4000',31,12,1958,,RM Bull,B34,,,,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,RM Bull Collection
NZAC,NZAC04273387,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,NN,Mount Arthur,,"-41.196912, 172.733788",y,4000',31,12,1958,,RM Bull,B34,,,,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,RM Bull Collection
NZAC,NZAC04273393,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,FD,Kaherekoau Mountains,,"-45.891638, 167.338042",,4500',29,1,1963,,RM Bull,,,,,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,RM Bull Collection
NZAC,NZAC04239358,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,FD,"Kaherekoau Mountains, Monowai",,"-45.891638, 167.338042",,4500',29,1,1963,,JI Townsend,,,,Astelia nivicola,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04239372,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,FD,"Kaherekoau Mountains, Monowai",,"-45.891638, 167.338042",,4500',29,1,1963,,JI Townsend,,,,Astelia nivicola,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273396,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,FD,Kaherekoau Mountains,,"-45.891638, 167.338042",,4500',29,1,1963,,RM Bull,,,,,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,RM Bull Collection
NZAC,NZAC04273386,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,FD,Kaherekoau Mountains,,"-45.891638, 167.338042",,4500',29,1,1963,,RM Bull,,,,,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,RM Bull Collection
NZAC,NZAC04273391,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,FD,Kaherekoau Mountains,,"-45.891638, 167.338042",,4500',29,1,1963,,RM Bull,,,,,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,RM Bull Collection
NZAC,NZAC04273394,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,FD,Kaherekoau Mountains,,"-45.891638, 167.338042",,4500',29,1,1963,,RM Bull,,,,,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,RM Bull Collection
NZAC,NZAC04273423,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,FD,"Hunter Mountains, Monowai",,"-45.827389, 167.361259",,4000,29,11,1962,,AC Eyles,,,,Astelia nivicola,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273416,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,FD,"Hunter Mountains, Monowai",,"-45.827389, 167.361259",,4000,29,11,1962,,AC Eyles,,,,Astelia nivicola,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273426,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,NN,Matiri Tops,,"-41.60158, 172.328153",,4000',17,2,1964,,JI Townsend,,,,Astelia nivicola,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273422,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,NN,Mount Arthur,,"-41.196912, 172.733788",y,3800',13,11,1969,,BM May,,,,On Astelia,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273414,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,,Mount Peel,,"-41.13853, 172.5916",y,4500',13,12,1967,,BM May,,Reared,,Larva in base of Astelia,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273421,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,,Mount Peel,,"-41.13853, 172.5916",y,3800',13,11,1969,,BM May,,,,On Astelia,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273424,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,SD,"Marlborough, Mount Stokes",,"-41.09042, 174.10196",,1215m,28,5,1969,,J McBurney,,,,Astelia,,,Male,Adult,,,"Anagotus gourlayi Brookes, 1932",,"Label: Anagotus gourlayi, Astelia weevil"
NZAC,NZAC04273413,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,SD,"Marlborough, Mount Stokes",,"-41.09042, 174.10196",,1215m,28,5,1969,,J McBurney,,,,,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273216,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,Pparchus gourlayi Marsh.,Paratype,New Zealand,NN,Balloon Hut,,"-41.169652, 172.621522",,4300',8,1,1930,,ES Gourlay,,,,,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273213,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,Pparchus gourlayi Marsh.,Paratype,New Zealand,NN,Balloon Hut,,"-41.169652, 172.621522",,,15,2,1931,,ES Gourlay,,,,,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273206,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,Pparchus gourlayi Marsh.,Paratype,New Zealand,NN,Balloon Hut,,"-41.169652, 172.621522",,4300',8,1,1930,,ES Gourlay,,,,,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273209,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,Pparchus gourlayi Marsh.,Paratype,New Zealand,NN,Balloon Hut,,"-41.169652, 172.621522",,,15,2,1931,,ES Gourlay,,,,,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273205,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,Pparchus gourlayi Marsh.,Paratype,New Zealand,NN,Balloon Hut,,"-41.169652, 172.621522",,,15,2,1931,,ES Gourlay,,,,,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273212,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,NN,Cobb Valley,,"-41.084757, 172.557535",,,1,6,1955,,McBurney,FRI,,,,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273208,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,NN,Balloon Hut,,"-41.169652, 172.621522",,,10,1,1951,,ES Gourlay,58/51,,,,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273207,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,NN,Cobb Valley,,"-41.084757, 172.557535",,,1,6,1955,,McBurney,FRI,,,,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273215,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,NN,Cobb Valley,,"-41.084757, 172.557535",,,1,6,1955,,McBurney,FRI,,,,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273211,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,NN,Cobb Valley,,"-41.084757, 172.557535",,,17,4,1955,,McBurney,FRI,,,,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273214,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,NN,Cobb Valley,,"-41.084757, 172.557535",,,17,4,1955,,McBurney,FRI,,,,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273210,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,Pparchus gourlayi Brookes,,New Zealand,NN,Cobb Valley,,"-41.084757, 172.557535",,,17,4,1955,,McBurney,FRI,,,,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273156,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,WN,Mount Hector,,"-40.95169, 175.28157",,3500-5000',10,1,1962,12/01/1962,"JI Townsend, MJ Esson",,,,Astelia,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273147,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,WN,Mount Hector,,"-40.95169, 175.28157",,3500-5000',10,1,1962,12/01/1962,"JI Townsend, MJ Esson",,,,Astelia,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
NZAC,NZAC04273153,Pinned,1,Coleoptera,Curculionidae,,"Anagotus oconnori Broun, 1910",,,,,,,New Zealand,WN,Mount Hector,,"-40.95169, 175.28157",,3500-5000',10,1,1962,12/01/1962,"JI Townsend, MJ Esson",,,,Astelia,,,,Adult,,,"Anagotus gourlayi Brookes, 1932",,
